time, voltage,x
0.067587614,1.213186813,0.027
0.067589045,1.315750916,0.027
0.067589521,1.47985348,0.027
0.067589998,1.626373626,0.027
0.067590475,1.734798535,0.027
0.068752289,1.779487179,0.027
0.068753958,1.736996337,0.027
0.068754435,1.628571429,0.027
0.068754911,1.477655678,0.027
0.068755388,1.339194139,0.027
0.068755865,1.238095238,0.027
0.069936991,1.235164835,0.027
0.069939137,1.278388278,0.027
0.069939852,1.387545788,0.027
0.069940567,1.600732601,0.027
0.069941521,1.648351648,0.027
0.069941998,1.739194139,0.027
0.071071625,1.770695971,0.027
0.071073294,1.706959707,0.027
0.071073771,1.581684982,0.027
0.071074247,1.405860806,0.027
0.071074724,1.292307692,0.027
0.071075439,1.237362637,0.027
0.07226038,1.234432234,0.027
0.07226181,1.326739927,0.027
0.072262287,1.458608059,0.027
0.072263002,1.601465201,0.027
0.072263718,1.73040293,0.027
0.072264194,1.773626374,0.027
0.072313786,1.735531136,0.027
0.072314739,1.63956044,0.027
0.072315216,1.501098901,0.027
0.072318554,1.364835165,0.027
0.072319269,1.265201465,0.027
0.073499203,1.18974359,0.027
0.07350111,1.254212454,0.027
0.073501825,1.367765568,0.027
0.073502541,1.517216117,0.027
0.073503494,1.651282051,0.027
0.073504448,1.750915751,0.027
0.074701071,1.774358974,0.027
0.074702501,1.687179487,0.027
0.074703217,1.600732601,0.027
0.074703693,1.430769231,0.027
0.074704409,1.308424908,0.027
0.074705124,1.222710623,0.027
0.075927019,1.205860806,0.027
0.07592845,1.27032967,0.027
0.075929165,1.401465201,0.027
0.07592988,1.574358974,0.027
0.075930357,1.693772894,0.027
0.075931072,1.769230769,0.027
0.077064991,1.749450549,0.027
0.077066422,1.666666667,0.027
0.077066898,1.550915751,0.027
0.077067375,1.397069597,0.027
0.077067852,1.286446886,0.027
0.077068567,1.215384615,0.027
0.078246355,1.245421245,0.027
0.078247786,1.353113553,0.027
0.078248262,1.486446886,0.027
0.078248978,1.606593407,0.027
0.078249454,1.722344322,0.027
0.079441786,1.761904762,0.027
0.079443455,1.732600733,0.027
0.07944417,1.63956044,0.027
0.079444647,1.488644689,0.027
0.079445124,1.344322344,0.027
0.079445601,1.228571429,0.027
0.079446554,1.241025641,0.027
0.079447031,1.3003663,0.027
0.079447508,1.426373626,0.027
0.079447985,1.552380952,0.027
0.079448462,1.668131868,0.027
0.079448938,1.758974359,0.027
0.080639124,1.753846154,0.027
0.080640793,1.671062271,0.027
0.080641508,1.551648352,0.027
0.080642223,1.411721612,0.027
0.0806427,1.293772894,0.027
0.080643177,1.235164835,0.027
0.081832886,1.247619048,0.027
0.081834316,1.3003663,0.027
0.08183527,1.466666667,0.027
0.081835747,1.600732601,0.027
0.081836224,1.736996337,0.027
0.083038807,1.776556777,0.027
0.083040476,1.754578755,0.027
0.083041191,1.615384615,0.027
0.083041668,1.498901099,0.027
