Time,x,Voltage
0.206,0.0270,1.7441
0.414,0.0540,1.7249
0.439,0.1621,1.7285
0.460,0.2431,1.7307
0.486,0.3512,1.7266
0.506,0.4322,1.7234
0.527,0.5133,1.7200
0.552,0.6213,1.7161
0.573,0.7024,1.7127
0.593,0.7834,1.7095
0.613,0.8644,1.7064
0.633,0.9455,1.7052
0.659,1.0535,1.7063
0.679,1.1346,1.7072
0.700,1.2156,1.7081
0.725,1.3237,1.7092
0.746,1.4047,1.7101
0.772,1.5128,1.7112
0.792,1.5938,1.7121
0.812,1.6749,1.7189
0.832,1.7559,1.7257
0.852,1.8370,1.7325
0.873,1.9180,1.7396
0.898,2.0261,1.7481
0.919,2.1071,1.7553
0.945,2.2151,1.7641
0.965,2.2962,1.7674
0.985,2.3772,1.7601
1.005,2.4583,1.7529
1.025,2.5393,1.7456
1.046,2.6204,1.7380
1.072,2.7284,1.7285
1.092,2.8095,1.7212
1.112,2.8905,1.7140
1.133,2.9715,1.7093
1.153,3.0526,1.7177
1.174,3.1336,1.7265
1.199,3.2417,1.7370
1.220,3.3227,1.7458
1.240,3.4038,1.7543
1.261,3.4848,1.7631
1.281,3.5658,1.7715
1.301,3.6469,1.7781
1.321,3.7279,1.7785
1.342,3.8090,1.7788
1.362,3.8900,1.7792
1.383,3.9711,1.7795
1.403,4.0521,1.7799
1.423,4.1331,1.7802
1.443,4.2142,1.7806
1.463,4.2952,1.7809
1.484,4.3763,1.7820
1.504,4.4573,1.7830
1.524,4.5384,1.7841
1.544,4.6194,1.7851
1.565,4.7004,1.7862
1.585,4.7815,1.7872
1.606,4.8625,1.7883
1.631,4.9706,1.7896
1.652,5.0516,1.8010
1.672,5.1327,1.8134
1.693,5.2137,1.8264
1.713,5.2947,1.8387
1.733,5.3758,1.8511
1.753,5.4568,1.8635
1.774,5.5379,1.8765
1.794,5.6189,1.8889
1.815,5.7000,1.8790
1.841,5.8080,1.8496
1.861,5.8891,1.8269
1.881,5.9701,1.8043
1.902,6.0511,1.7805
1.922,6.1322,1.7579
1.943,6.2132,1.7341
1.968,6.3213,1.7058
1.989,6.4023,1.7148
2.009,6.4834,1.7249
2.030,6.5644,1.7354
2.050,6.6454,1.7455
2.071,6.7265,1.7560
2.096,6.8345,1.7686
2.117,6.9156,1.7791
2.137,6.9966,1.7892
2.158,7.0777,1.7851
2.178,7.1587,1.7803
2.198,7.2398,1.7756
2.218,7.3208,1.7709
2.239,7.4018,1.7660
2.259,7.4829,1.7612
2.280,7.5639,1.7563
2.306,7.6720,1.7502
2.326,7.7530,1.7560
2.346,7.8341,1.7617
2.367,7.9151,1.7677
2.387,7.9961,1.7735
2.408,8.0772,1.7795
2.433,8.1852,1.7867
2.454,8.2663,1.7927
2.474,8.3473,1.7984
2.495,8.4284,1.7964
2.515,8.5094,1.7943
2.536,8.5905,1.7921
2.561,8.6985,1.7895
2.582,8.7796,1.7873
2.602,8.8606,1.7852
2.623,8.9416,1.7830
2.643,9.0227,1.7810
2.663,9.1037,1.7858
2.683,9.1848,1.7907
2.704,9.2658,1.7958
2.724,9.3468,1.8006
2.744,9.4279,1.8055
2.764,9.5089,1.8103
2.784,9.5900,1.8152
2.805,9.6710,1.8203
2.825,9.7521,1.8136
2.846,9.8331,1.8001
2.872,9.9412,1.7833
2.892,10.0222,1.7703
2.912,10.1032,1.7574
2.933,10.1843,1.7438
2.953,10.2653,1.7309
2.974,10.3464,1.7173
2.994,10.4274,1.7172
3.015,10.5084,1.7225
3.035,10.5895,1.7276
3.056,10.6705,1.7329
3.081,10.7786,1.7392
3.102,10.8596,1.7446
3.122,10.9407,1.7496
3.143,11.0217,1.7550
3.163,11.1028,1.7609
3.184,11.1838,1.7674
3.204,11.2648,1.7736
3.225,11.3459,1.7801
3.245,11.4269,1.7863
3.266,11.5080,1.7928
3.291,11.6160,1.8005
3.312,11.6971,1.8070
3.332,11.7781,1.8126
3.353,11.8591,1.8181
3.373,11.9402,1.8234
3.394,12.0212,1.8289
3.414,12.1023,1.8342
3.435,12.1833,1.8397
3.455,12.2644,1.8450
3.476,12.3454,1.8505
3.501,12.4535,1.8459
3.522,12.5345,1.8371
3.542,12.6155,1.8288
3.563,12.6966,1.8201
3.583,12.7776,1.8118
3.604,12.8587,1.8030
3.624,12.9397,1.7947
3.645,13.0207,1.7860
3.665,13.1018,1.7786
3.686,13.1828,1.7717
3.711,13.2909,1.7634
3.732,13.3719,1.7565
3.752,13.4530,1.7499
3.773,13.5340,1.7430
3.793,13.6151,1.7364
3.814,13.6961,1.7294
3.834,13.7771,1.7273
3.855,13.8582,1.7282
3.875,13.9392,1.7290
3.895,14.0203,1.7299
3.915,14.1013,1.7308
3.935,14.1823,1.7317
3.956,14.2634,1.7326
3.976,14.3444,1.7335
3.997,14.4255,1.7362
4.017,14.5065,1.7423
4.038,14.5876,1.7487
4.058,14.6686,1.7547
4.079,14.7496,1.7611
4.105,14.8577,1.7691
4.125,14.9387,1.7752
4.145,15.0198,1.7813
4.166,15.1008,1.7840
4.186,15.1819,1.7803
4.207,15.2629,1.7765
4.227,15.3440,1.7728
4.248,15.4250,1.7690
4.268,15.5060,1.7654
4.289,15.5871,1.7615
4.314,15.6951,1.7570
4.335,15.7762,1.7549
4.355,15.8572,1.7558
4.376,15.9383,1.7567
4.396,16.0193,1.7576
4.417,16.1003,1.7585
4.437,16.1814,1.7594
4.458,16.2624,1.7603
4.478,16.3435,1.7612
4.499,16.4245,1.7610
4.524,16.5326,1.7560
4.545,16.6136,1.7518
4.565,16.6947,1.7478
4.586,16.7757,1.7436
4.606,16.8567,1.7396
4.627,16.9378,1.7354
4.647,17.0188,1.7314
4.668,17.0999,1.7302
4.688,17.1809,1.7384
4.709,17.2619,1.7470
4.734,17.3700,1.7572
4.755,17.4510,1.7658
4.775,17.5321,1.7740
4.796,17.6131,1.7826
4.816,17.6942,1.7908
4.837,17.7752,1.7946
4.857,17.8563,1.7859
4.877,17.9373,1.7772
4.898,18.0183,1.7681
4.918,18.0994,1.7594
4.938,18.1804,1.7507
4.958,18.2615,1.7420
4.979,18.3425,1.7329
4.999,18.4235,1.7242
5.020,18.5046,1.7284
5.040,18.5856,1.7329
5.061,18.6667,1.7377
5.081,18.7477,1.7423
5.102,18.8288,1.7470
5.128,18.9368,1.7529
5.148,19.0179,1.7575
5.168,19.0989,1.7620
5.189,19.1799,1.7641
5.209,19.2610,1.7662
5.230,19.3420,1.7684
5.250,19.4231,1.7705
5.271,19.5041,1.7727
5.291,19.5851,1.7748
5.312,19.6662,1.7770
5.338,19.7742,1.7790
5.358,19.8553,1.7738
5.378,19.9363,1.7685
5.399,20.0174,1.7631
5.419,20.0984,1.7579
5.440,20.1795,1.7524
5.460,20.2605,1.7472
5.481,20.3415,1.7417
5.501,20.4226,1.7365
5.522,20.5036,1.7422
5.547,20.6117,1.7519
5.568,20.6927,1.7600
5.588,20.7738,1.7677
5.609,20.8548,1.7758
5.629,20.9358,1.7835
5.650,21.0169,1.7916
5.670,21.0979,1.7993
5.691,21.1790,1.8068
5.711,21.2600,1.8138
5.732,21.3411,1.8211
5.757,21.4491,1.8298
5.778,21.5302,1.8370
5.798,21.6112,1.8440
5.819,21.6922,1.8513
5.839,21.7733,1.8582
5.860,21.8543,1.8346
5.880,21.9354,1.8105
5.900,22.0164,1.7864
5.921,22.0975,1.7610
5.941,22.1785,1.7369
5.961,22.2595,1.7128
5.981,22.3406,1.6887
6.002,22.4216,1.6633
6.022,22.5027,1.6702
6.043,22.5837,1.6998
6.063,22.6647,1.7281
6.084,22.7458,1.7577
6.104,22.8268,1.7859
6.125,22.9079,1.8156
6.151,23.0159,1.8523
6.171,23.0970,1.8805
6.191,23.1780,1.8790
6.212,23.2591,1.8631
6.232,23.3401,1.8479
6.253,23.4211,1.8320
6.273,23.5022,1.8169
6.294,23.5832,1.8010
6.314,23.6643,1.7859
6.335,23.7453,1.7700
6.361,23.8534,1.7589
6.381,23.9344,1.7566
6.401,24.0154,1.7544
6.422,24.0965,1.7520
6.442,24.1775,1.7497
6.463,24.2586,1.7473
6.483,24.3396,1.7451
6.504,24.4207,1.7427
6.524,24.5017,1.7429
6.545,24.5827,1.7466
6.570,24.6908,1.7510
6.591,24.7718,1.7546
6.611,24.8529,1.7581
6.632,24.9339,1.7618
6.652,25.0150,1.7653
6.673,25.0960,1.7690
6.693,25.1770,1.7636
6.714,25.2581,1.7489
6.734,25.3391,1.7350
6.754,25.4202,1.7211
6.774,25.5012,1.7071
6.794,25.5823,1.6932
6.815,25.6633,1.6785
6.835,25.7443,1.6646
6.856,25.8254,1.6561
6.876,25.9064,1.6663
6.897,25.9875,1.6771
6.917,26.0685,1.6874
6.938,26.1496,1.6982
6.964,26.2576,1.7115
6.984,26.3386,1.7218
7.004,26.4197,1.7321
7.025,26.5007,1.7413
7.045,26.5818,1.7462
7.066,26.6628,1.7513
7.086,26.7439,1.7561
7.107,26.8249,1.7613
7.127,26.9059,1.7661
7.148,26.9870,1.7712
7.174,27.0950,1.7775
7.194,27.1761,1.7750
7.214,27.2571,1.7552
7.235,27.3382,1.7345
7.255,27.4192,1.7147
7.276,27.5003,1.6939
7.296,27.5813,1.6741
7.317,27.6623,1.6533
7.337,27.7434,1.6335
7.358,27.8244,1.6164
7.378,27.9055,1.6242
7.399,27.9865,1.6324
7.419,28.0675,1.6402
7.440,28.1486,1.6484
7.460,28.2296,1.6562
7.480,28.3107,1.6640
7.501,28.3917,1.6722
7.521,28.4728,1.6800
7.542,28.5538,1.6824
7.562,28.6348,1.6836
7.583,28.7159,1.6849
7.603,28.7969,1.6861
7.624,28.8780,1.6874
7.644,28.9590,1.6886
7.665,29.0401,1.6899
7.685,29.1211,1.6911
7.706,29.2021,1.7060
7.726,29.2832,1.7279
7.747,29.3642,1.7508
7.767,29.4453,1.7727
7.788,29.5263,1.7957
7.808,29.6073,1.8175
7.829,29.6884,1.8405
7.849,29.7694,1.8624
7.870,29.8505,1.8687
7.890,29.9315,1.8433
7.911,30.0126,1.8166
7.931,30.0936,1.7912
7.952,30.1746,1.7645
7.972,30.2557,1.7391
7.992,30.3367,1.7136
8.013,30.4178,1.6869
8.033,30.4988,1.6705
8.053,30.5798,1.6795
8.073,30.6609,1.6885
8.094,30.7419,1.6980
8.114,30.8230,1.7070
8.135,30.9040,1.7164
8.155,30.9851,1.7255
8.176,31.0661,1.7349
8.196,31.1471,1.7439
8.217,31.2282,1.7470
8.237,31.3092,1.7496
8.258,31.3903,1.7523
8.278,31.4713,1.7549
8.299,31.5524,1.7577
8.319,31.6334,1.7603
8.340,31.7144,1.7631
8.360,31.7955,1.7657
8.381,31.8765,1.7689
8.401,31.9576,1.7722
8.422,32.0386,1.7756
8.442,32.1196,1.7788
8.463,32.2007,1.7822
8.483,32.2817,1.7855
8.503,32.3628,1.7887
8.524,32.4438,1.7921
8.544,32.5249,1.7925
8.565,32.6059,1.7878
8.585,32.6869,1.7834
8.606,32.7680,1.7787
8.626,32.8490,1.7743
8.647,32.9301,1.7696
8.667,33.0111,1.7652
8.688,33.0922,1.7606
8.708,33.1732,1.7581
8.729,33.2542,1.7601
8.749,33.3353,1.7620
8.770,33.4163,1.7640
8.790,33.4974,1.7659
8.811,33.5784,1.7679
8.831,33.6594,1.7698
8.852,33.7405,1.7718
8.872,33.8215,1.7737
8.893,33.9026,1.7761
8.919,34.0106,1.7790
8.940,34.0917,1.7814
8.960,34.1727,1.7837
8.980,34.2538,1.7860
9.000,34.3348,1.7883
9.021,34.4158,1.7906
9.041,34.4969,1.7914
9.062,34.5779,1.7784
9.082,34.6590,1.7661
9.103,34.7400,1.7531
9.123,34.8210,1.7407
9.143,34.9021,1.7284
9.164,34.9831,1.7154
9.184,35.0642,1.7031
9.205,35.1452,1.6901
9.225,35.2263,1.6900
9.246,35.3073,1.6917
9.266,35.3883,1.6932
9.287,35.4694,1.6949
9.307,35.5504,1.6965
9.328,35.6315,1.6981
9.348,35.7125,1.6997
9.369,35.7935,1.7013
9.389,35.8746,1.7058
9.410,35.9556,1.7121
9.430,36.0367,1.7180
9.451,36.1177,1.7243
9.471,36.1988,1.7302
9.492,36.2798,1.7364
9.512,36.3608,1.7424
9.533,36.4419,1.7486
9.553,36.5229,1.7568
9.574,36.6040,1.7680
9.594,36.6850,1.7786
9.615,36.7661,1.7897
9.635,36.8471,1.8003
9.655,36.9281,1.8109
9.676,37.0092,1.8220
9.696,37.0902,1.8326
9.717,37.1713,1.8362
9.737,37.2523,1.8172
9.758,37.3333,1.7973
9.778,37.4144,1.7784
9.799,37.4954,1.7585
9.819,37.5765,1.7396
9.839,37.6575,1.7207
9.859,37.7386,1.7017
9.880,37.8196,1.6818
9.900,37.9006,1.6959
9.921,37.9817,1.7116
9.941,38.0627,1.7266
9.962,38.1438,1.7423
9.982,38.2248,1.7573
10.003,38.3059,1.7730
10.023,38.3869,1.7880
10.044,38.4679,1.8037
10.065,38.5490,1.7956
10.086,38.6300,1.7804
10.106,38.7111,1.7658
10.127,38.7921,1.7506
10.147,38.8731,1.7361
10.167,38.9542,1.7216
10.188,39.0352,1.7063
10.208,39.1163,1.6918
10.229,39.1973,1.6884
10.249,39.2784,1.6927
10.271,39.3594,1.6975
10.291,39.4404,1.7018
10.312,39.5215,1.7063
10.332,39.6025,1.7106
10.353,39.6836,1.7151
10.373,39.7646,1.7194
10.394,39.8456,1.7207
10.414,39.9267,1.7161
10.435,40.0077,1.7113
10.455,40.0888,1.7067
10.476,40.1698,1.7019
10.497,40.2509,1.6971
10.518,40.3319,1.6923
10.538,40.4129,1.6878
10.559,40.4940,1.6851
10.579,40.5750,1.6882
10.600,40.6561,1.6915
10.620,40.7371,1.6946
10.641,40.8182,1.6979
10.661,40.8992,1.7010
10.682,40.9802,1.7043
10.703,41.0613,1.7076
10.724,41.1423,1.7117
10.744,41.2234,1.7251
10.764,41.3044,1.7386
10.785,41.3854,1.7527
10.805,41.4665,1.7662
10.826,41.5475,1.7803
10.846,41.6286,1.7938
10.867,41.7096,1.8079
10.887,41.7907,1.8213
10.908,41.8717,1.8170
10.929,41.9527,1.8065
10.950,42.0338,1.7959
10.970,42.1148,1.7859
10.991,42.1959,1.7753
11.011,42.2769,1.7653
11.032,42.3580,1.7547
11.052,42.4390,1.7446
11.073,42.5200,1.7372
11.093,42.6011,1.7313
11.114,42.6821,1.7252
11.134,42.7632,1.7194
11.156,42.8442,1.7130
11.176,42.9252,1.7071
11.197,43.0063,1.7010
11.217,43.0873,1.6952
11.238,43.1684,1.6997
11.258,43.2494,1.7186
11.279,43.3305,1.7385
11.299,43.4115,1.7574
11.319,43.4925,1.7763
11.340,43.5736,1.7962
11.361,43.6546,1.8161
11.382,43.7357,1.8360
11.402,43.8167,1.8434
11.423,43.8978,1.8284
11.443,43.9788,1.8141
11.464,44.0598,1.7991
11.484,44.1409,1.7849
11.505,44.2219,1.7699
11.525,44.3030,1.7556
11.546,44.3840,1.7406
11.566,44.4650,1.7304
11.588,44.5461,1.7489
11.608,44.6271,1.7657
11.629,44.7082,1.7833
11.649,44.7892,1.8001
11.670,44.8703,1.8178
11.690,44.9513,1.8346
11.711,45.0323,1.8522
11.731,45.1134,1.8690
11.752,45.1944,1.8608
11.772,45.2755,1.8511
11.794,45.3565,1.8403
11.814,45.4375,1.8305
11.835,45.5186,1.8203
11.855,45.5996,1.8105
11.876,45.6807,1.8002
11.896,45.7617,1.7904
11.916,45.8428,1.7842
11.937,45.9238,1.7818
11.957,46.0048,1.7794
11.978,46.0859,1.7769
11.998,46.1669,1.7746
12.020,46.2480,1.7720
12.040,46.3290,1.7696
12.061,46.4101,1.7672
12.081,46.4911,1.7705
12.102,46.5721,1.7774
12.122,46.6532,1.7840
12.143,46.7342,1.7910
12.163,46.8153,1.7976
12.184,46.8963,1.8046
12.204,46.9773,1.8112
12.226,47.0584,1.8185
12.246,47.1394,1.8161
12.267,47.2205,1.8032
12.287,47.3015,1.7909
12.308,47.3826,1.7780
12.328,47.4636,1.7657
12.349,47.5446,1.7527
12.369,47.6257,1.7404
12.390,47.7067,1.7275
12.410,47.7878,1.7228
12.431,47.8688,1.7458
12.452,47.9499,1.7687
12.472,48.0309,1.7906
12.493,48.1119,1.8136
12.513,48.1930,1.8354
12.534,48.2740,1.8584
12.554,48.3551,1.8802
12.575,48.4361,1.9028
12.595,48.5171,1.9099
12.616,48.5982,1.9174
12.636,48.6792,1.9246
12.658,48.7603,1.9324
12.678,48.8413,1.9396
12.699,48.9224,1.9471
12.719,49.0034,1.9543
12.740,49.0844,1.9618
12.760,49.1655,1.9546
12.781,49.2465,1.9451
12.801,49.3276,1.9360
12.822,49.4086,1.9264
12.842,49.4896,1.9173
12.863,49.5707,1.9078
12.884,49.6517,1.8982
12.905,49.7328,1.8887
12.925,49.8138,1.8819
12.946,49.8949,1.8755
12.966,49.9759,1.8695
12.987,50.0569,1.8631
13.007,50.1380,1.8571
13.028,50.2190,1.8507
13.048,50.3001,1.8447
13.068,50.3811,1.8386
13.089,50.4622,1.8419
13.110,50.5432,1.8568
13.131,50.6242,1.8717
13.151,50.7053,1.8859
13.172,50.7863,1.9008
13.192,50.8674,1.9149
13.213,50.9484,1.9298
13.233,51.0294,1.9440
13.254,51.1105,1.9508
13.274,51.1915,1.9422
13.295,51.2726,1.9333
13.316,51.3536,1.9243
13.337,51.4347,1.9153
13.357,51.5157,1.9067
13.378,51.5967,1.8977
13.398,51.6778,1.8892
13.419,51.7588,1.8802
13.439,51.8399,1.8719
13.460,51.9209,1.8633
13.480,52.0019,1.8550
13.501,52.0830,1.8463
13.521,52.1640,1.8380
13.543,52.2451,1.8289
13.563,52.3261,1.8206
13.584,52.4072,1.8119
13.604,52.4882,1.8210
13.624,52.5692,1.8304
13.645,52.6503,1.8404
13.665,52.7313,1.8498
13.686,52.8124,1.8598
13.706,52.8934,1.8692
13.727,52.9745,1.8792
13.748,53.0555,1.8891
13.769,53.1365,1.8994
13.789,53.2176,1.9093
13.810,53.2986,1.9197
13.830,53.3797,1.9296
13.851,53.4607,1.9400
13.871,53.5417,1.9499
13.892,53.6228,1.9603
13.912,53.7038,1.9702
13.933,53.7849,1.9749
13.953,53.8659,1.9758
13.975,53.9470,1.9767
13.995,54.0280,1.9776
14.016,54.1090,1.9785
14.036,54.1901,1.9794
14.057,54.2711,1.9803
14.077,54.3522,1.9812
14.098,54.4332,1.9827
14.118,54.5143,1.9848
14.139,54.5953,1.9870
14.159,54.6763,1.9891
14.181,54.7574,1.9914
14.201,54.8384,1.9935
14.221,54.9195,1.9956
14.242,55.0005,1.9978
14.262,55.0815,2.0004
14.283,55.1626,2.0047
14.303,55.2436,2.0088
14.324,55.3247,2.0131
14.344,55.4057,2.0172
14.365,55.4868,2.0215
14.385,55.5678,2.0256
14.407,55.6488,2.0302
14.427,55.7299,2.0343
14.448,55.8109,2.0316
14.468,55.8920,2.0287
14.489,55.9730,2.0257
14.509,56.0541,2.0229
14.530,56.1351,2.0199
14.550,56.2161,2.0171
14.571,56.2972,2.0141
14.591,56.3782,2.0113
14.613,56.4593,2.0091
14.633,56.5403,2.0072
14.654,56.6213,2.0052
14.674,56.7024,2.0033
14.695,56.7834,2.0013
14.715,56.8645,1.9994
14.736,56.9455,1.9974
14.756,57.0266,1.9955
14.776,57.1076,1.9898
14.797,57.1886,1.9821
14.817,57.2697,1.9748
14.839,57.3507,1.9667
14.859,57.4318,1.9594
14.880,57.5128,1.9517
14.900,57.5938,1.9443
14.921,57.6749,1.9366
14.941,57.7559,1.9303
14.962,57.8370,1.9245
14.982,57.9180,1.9189
15.003,57.9991,1.9131
15.023,58.0801,1.9076
15.045,58.1611,1.9015
15.065,58.2422,1.8960
15.086,58.3232,1.8902
15.106,58.4043,1.8871
15.127,58.4853,1.8891
15.147,58.5664,1.8910
15.168,58.6474,1.8930
15.188,58.7284,1.8949
15.209,58.8095,1.8970
15.229,58.8905,1.8989
15.250,58.9716,1.9009
15.271,59.0526,1.9042
15.292,59.1336,1.9137
15.312,59.2147,1.9227
15.333,59.2957,1.9322
15.353,59.3768,1.9412
15.373,59.4578,1.9502
15.394,59.5389,1.9597
15.414,59.6199,1.9687
15.435,59.7009,1.9782
15.455,59.7820,1.9472
15.477,59.8630,1.9104
15.497,59.9441,1.8769
15.518,60.0251,1.8417
15.538,60.1062,1.8082
15.559,60.1872,1.7731
15.579,60.2682,1.7396
15.600,60.3493,1.7044
15.620,60.4303,1.7149
15.641,60.5114,1.7323
15.661,60.5924,1.7488
15.682,60.6734,1.7662
15.703,60.7545,1.7836
15.724,60.8355,1.8010
15.744,60.9166,1.8175
15.765,60.9976,1.8349
15.785,61.0787,1.8301
15.806,61.1597,1.8120
15.826,61.2407,1.7947
15.847,61.3218,1.7765
15.867,61.4028,1.7593
15.888,61.4839,1.7411
15.909,61.5649,1.7230
15.930,61.6459,1.7048
15.950,61.7270,1.6947
15.970,61.8080,1.6921
15.991,61.8891,1.6893
16.011,61.9701,1.6867
16.032,62.0512,1.6839
16.052,62.1322,1.6813
16.073,62.2132,1.6786
16.093,62.2943,1.6759
16.114,62.3753,1.6750
16.135,62.4564,1.6785
16.156,62.5374,1.6819
16.176,62.6185,1.6852
16.197,62.6995,1.6887
16.217,62.7805,1.6920
16.238,62.8616,1.6954
16.258,62.9426,1.6987
16.279,63.0237,1.6993
16.299,63.1047,1.6754
16.320,63.1857,1.6503
16.341,63.2668,1.6253
16.362,63.3478,1.6002
16.382,63.4289,1.5763
16.403,63.5099,1.5512
16.423,63.5910,1.5273
16.444,63.6720,1.5022
16.464,63.7530,1.5014
16.485,63.8341,1.5018
16.505,63.9151,1.5021
16.525,63.9962,1.5025
16.546,64.0772,1.5029
16.567,64.1583,1.5032
16.588,64.2393,1.5036
16.608,64.3203,1.5039
16.629,64.4014,1.5045
16.649,64.4824,1.5050
16.670,64.5635,1.5055
16.690,64.6445,1.5060
16.711,64.7256,1.5066
16.731,64.8066,1.5071
16.752,64.8876,1.5077
16.773,64.9687,1.5082
16.794,65.0497,1.4934
16.814,65.1308,1.4705
16.835,65.2118,1.4466
16.855,65.2928,1.4238
16.876,65.3739,1.3998
16.896,65.4549,1.3770
16.917,65.5360,1.3530
16.937,65.6170,1.3302
16.958,65.6981,1.3155
16.978,65.7791,1.3215
17.000,65.8601,1.3281
17.020,65.9412,1.3341
17.041,66.0222,1.3403
17.061,66.1033,1.3463
17.082,66.1843,1.3526
17.102,66.2653,1.3586
17.122,66.3464,1.3562
17.143,66.4274,1.3202
17.163,66.5085,1.2858
17.184,66.5895,1.2497
17.204,66.6706,1.2154
17.226,66.7516,1.1776
17.246,66.8326,1.1433
17.267,66.9137,1.1072
17.287,66.9947,1.0734
17.308,67.0758,1.0842
17.328,67.1568,1.0944
17.349,67.2378,1.1052
17.369,67.3189,1.1154
17.390,67.3999,1.1262
17.410,67.4810,1.1364
17.432,67.5620,1.1477
17.452,67.6431,1.1580
17.473,67.7241,1.1466
17.493,67.8051,1.1317
17.514,67.8862,1.1161
17.534,67.9672,1.1012
17.555,68.0483,1.0856
17.575,68.1293,1.0708
17.596,68.2104,1.0552
17.616,68.2914,1.0403
17.637,68.3724,1.0268
17.658,68.4535,1.0145
17.679,68.5345,1.0021
17.699,68.6156,0.9903
17.719,68.6966,0.9785
17.740,68.7776,0.9661
17.760,68.8587,0.9543
17.781,68.9397,0.9420
17.801,69.0208,0.9372
17.822,69.1018,0.9410
17.842,69.1829,0.9447
17.864,69.2639,0.9487
17.884,69.3449,0.9524
17.905,69.4260,0.9562
17.925,69.5070,0.9599
17.946,69.5881,0.9637
17.966,69.6691,0.9600
17.987,69.7502,0.9368
18.007,69.8312,0.9147
18.028,69.9122,0.8915
18.048,69.9933,0.8694
18.069,70.0743,0.8462
18.090,70.1554,0.8230
18.111,70.2364,0.7998
18.131,70.3174,0.7834
18.152,70.3985,0.7935
18.172,70.4795,0.8031
18.193,70.5606,0.8132
18.213,70.6416,0.8228
18.234,70.7227,0.8328
18.254,70.8037,0.8424
18.274,70.8847,0.8520
18.296,70.9658,0.8621
18.316,71.0468,0.8567
18.337,71.1279,0.8511
18.357,71.2089,0.8458
18.378,71.2900,0.8401
18.398,71.3710,0.8348
18.419,71.4520,0.8291
18.439,71.5331,0.8238
18.460,71.6141,0.8182
18.480,71.6952,0.8132
18.501,71.7762,0.8081
18.522,71.8572,0.8030
18.543,71.9383,0.7979
18.563,72.0193,0.7930
18.584,72.1004,0.7879
18.604,72.1814,0.7830
18.625,72.2625,0.7779
18.645,72.3435,0.7778
18.666,72.4245,0.7814
18.686,72.5056,0.7848
18.707,72.5866,0.7884
18.727,72.6677,0.7919
18.749,72.7487,0.7957
18.769,72.8297,0.7991
18.790,72.9108,0.8027
18.810,72.9918,0.8065
18.831,73.0729,0.8113
18.851,73.1539,0.8159
18.871,73.2350,0.8205
18.892,73.3160,0.8253
18.912,73.3970,0.8299
18.933,73.4781,0.8348
18.954,73.5591,0.8396
18.975,73.6402,0.8430
18.995,73.7212,0.8421
19.016,73.8022,0.8412
19.036,73.8833,0.8403
19.057,73.9643,0.8394
19.077,74.0454,0.8386
19.098,74.1264,0.8377
19.118,74.2075,0.8368
19.139,74.2885,0.8363
19.159,74.3695,0.8503
19.181,74.4506,0.8656
19.201,74.5316,0.8796
19.222,74.6127,0.8943
19.242,74.6937,0.9082
19.263,74.7748,0.9229
19.283,74.8558,0.9369
19.304,74.9368,0.9515
19.324,75.0179,0.9240
19.345,75.0989,0.8895
19.365,75.1800,0.8567
19.387,75.2610,0.8206
19.407,75.3421,0.7877
19.428,75.4231,0.7533
19.448,75.5041,0.7204
19.468,75.5852,0.6876
19.489,75.6662,0.6866
19.509,75.7473,0.7015
19.530,75.8283,0.7171
19.550,75.9093,0.7319
19.571,75.9904,0.7475
19.591,76.0714,0.7623
19.613,76.1525,0.7787
19.633,76.2335,0.7935
19.654,76.3146,0.7996
19.674,76.3956,0.7975
19.695,76.4766,0.7953
19.715,76.5577,0.7932
19.736,76.6387,0.7910
19.756,76.7198,0.7889
19.777,76.8008,0.7867
19.797,76.8818,0.7847
19.819,76.9629,0.7814
19.839,77.0439,0.7767
19.860,77.1250,0.7717
19.880,77.2060,0.7670
19.901,77.2871,0.7620
19.921,77.3681,0.7573
19.942,77.4491,0.7523
19.962,77.5302,0.7476
19.983,77.6112,0.7486
20.003,77.6923,0.7732
20.023,77.7733,0.7977
20.045,77.8544,0.8247
20.065,77.9354,0.8493
20.086,78.0164,0.8751
20.106,78.0975,0.8996
20.127,78.1785,0.9254
20.147,78.2596,0.9499
20.168,78.3406,0.9359
20.188,78.4216,0.9198
20.209,78.5027,0.9029
20.229,78.5837,0.8869
20.250,78.6648,0.8700
20.271,78.7458,0.8531
20.292,78.8269,0.8362
20.312,78.9079,0.8201
20.333,78.9889,0.8161
20.353,79.0700,0.8153
20.374,79.1510,0.8144
20.394,79.2321,0.8135
20.415,79.3131,0.8126
20.435,79.3942,0.8117
20.456,79.4752,0.8108
20.477,79.5562,0.8099
20.498,79.6373,0.8078
20.518,79.7183,0.8050
20.539,79.7994,0.8020
20.559,79.8804,0.7992
20.580,79.9614,0.7962
20.600,80.0425,0.7934
20.620,80.1235,0.7906
20.641,80.2046,0.7876
20.661,80.2856,0.7869
20.682,80.3667,0.7886
20.703,80.4477,0.7904
20.724,80.5287,0.7922
20.744,80.6098,0.7939
20.765,80.6908,0.7956
20.785,80.7719,0.7973
20.806,80.8529,0.7991
20.826,80.9339,0.8010
20.847,81.0150,0.8094
20.867,81.0960,0.8173
20.888,81.1771,0.8256
20.908,81.2581,0.8335
20.930,81.3392,0.8422
20.950,81.4202,0.8501
20.971,81.5012,0.8584
20.991,81.5823,0.8666
21.012,81.6633,0.8773
21.032,81.7444,0.8875
21.053,81.8254,0.8982
