time,x,voltage
0.029931307,0.027,1.415384615
0.029933214,0.027,1.591941392
0.029934645,0.027,1.745787546
0.029935837,0.027,1.815384615
0.029937029,0.027,1.778021978
0.031125069,0.027,1.671062271
0.031128407,0.027,1.486446886
0.031129837,0.027,1.352380952
0.031131029,0.027,1.213186813
0.031132221,0.027,1.181684982
0.031133175,0.027,1.208791209
0.032295942,0.027,1.349450549
0.032298803,0.027,1.501831502
0.03229928,0.027,1.665201465
0.032299995,0.027,1.781684982
0.032300472,0.027,1.782417582
0.032301664,0.027,1.734798535
0.033452272,0.027,1.601465201
0.03345418,0.027,1.427106227
0.033454895,0.027,1.2996337
0.03345561,0.027,1.202197802
0.033456326,0.027,1.18974359
0.033457041,0.027,1.252014652
0.033457994,0.027,1.386813187
0.033458471,0.027,1.524542125
0.033459187,0.027,1.720879121
0.033459902,0.027,1.801465201
0.033460379,0.027,1.781684982
0.034568548,0.027,1.692307692
0.034569979,0.027,1.536263736
0.034570456,0.027,1.361904762
0.034570932,0.027,1.246153846
0.034571171,0.027,1.177289377
0.034571886,0.027,1.211721612
0.035686493,0.027,1.315750916
0.035687923,0.027,1.463736264
0.0356884,0.027,1.635164835
0.035688877,0.027,1.767032967
0.035689354,0.027,1.805860806
0.035690308,0.027,1.784615385
0.036806583,0.027,1.627106227
0.036808491,0.027,1.452014652
0.036808968,0.027,1.306959707
0.036809444,0.027,1.2
0.036809921,0.027,1.191208791
0.037922859,0.027,1.24981685
0.03792429,0.027,1.362637363
0.037924767,0.027,1.538461538
0.037931919,0.027,1.713553114
0.037932634,0.027,1.791208791
0.037933111,0.027,1.797069597
0.039086103,0.027,1.665934066
0.039087772,0.027,1.553846154
0.039088488,0.027,1.391941392
0.039089203,0.027,1.248351648
0.03908968,0.027,1.202197802
0.03909564,0.027,1.189010989
0.040215969,0.027,1.314285714
0.040217876,0.027,1.447619048
0.040218592,0.027,1.632967033
0.040219307,0.027,1.752380952
0.040220261,0.027,1.806593407
0.040220737,0.027,1.761904762
0.041367769,0.027,1.652747253
0.041370153,0.027,1.486446886
0.041370392,0.027,1.320879121
0.041371107,0.027,1.219047619
0.041371584,0.027,1.188278388
0.041372061,0.027,1.223443223
0.041373014,0.027,1.362637363
0.041373253,0.027,1.452747253
0.04137373,0.027,1.696703297
0.041374207,0.027,1.792673993
0.041374683,0.027,1.805860806
0.04137516,0.027,1.689377289
0.042496443,0.027,1.568498168
0.04249835,0.027,1.410989011
0.042498827,0.027,1.272527473
0.042499304,0.027,1.198534799
0.042499781,0.027,1.183882784
0.043666363,0.027,1.332600733
0.043668032,0.027,1.413186813
0.043668747,0.027,1.608791209
0.043669462,0.027,1.734798535
0.043670177,0.027,1.810989011
0.043670893,0.027,1.778754579
0.044811964,0.027,1.651282051
0.04481411,0.027,1.510622711
0.044814825,0.027,1.356776557
0.04481554,0.027,1.235164835
0.044816494,0.027,1.186080586
0.044817209,0.027,1.229304029
0.044817686,0.027,1.315750916
0.045936584,0.027,1.503296703
0.045938492,0.027,1.661538462
0.045938969,0.027,1.763369963
0.045939445,0.027,1.8
0.045939922,0.027,1.740659341
0.047053099,0.027,1.596336996
0.047054529,0.027,1.492307692
0.047055006,0.027,1.287912088
0.047055721,0.027,1.210989011
0.047056198,0.027,1.195604396
